SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,August-27-2025,Single Family Residential,318 S 108th Pl,Seattle,WA,98168,525000,3,1.0,White Center,1140,6252,1956,,461,,Sold,,,https://www.redfin.com/WA/Seattle/318-S-108th-Pl-98168/home/188980,NWMLS as Distributed by MLS Grid,2415459,N,Y,47.5066934,-122.3292761
PAST SALE,May-21-2025,Single Family Residential,13347 19th Ave NE,Seattle,WA,98125,890000,3,2.5,Olympic Hills,1570,5000,1986,,567,,Sold,,,https://www.redfin.com/WA/Seattle/13347-19th-Ave-NE-98125/home/114487,NWMLS as Distributed by MLS Grid,2366366,N,Y,47.7262203,-122.309388
PAST SALE,September-25-2025,Single Family Residential,7322 21st Ave NW,Seattle,WA,98117,1000000,3,2.0,Loyal Heights,1680,3825,1941,,595,,Sold,,,https://www.redfin.com/WA/Seattle/7322-21st-Ave-NW-98117/home/166638,NWMLS as Distributed by MLS Grid,2427385,N,Y,47.6820786,-122.3829769
PAST SALE,July-24-2025,Single Family Residential,11035 Bartlett Ave NE,Seattle,WA,98125,1350000,5,2.5,Matthews Beach,2850,7373,2003,,474,,Sold,,,https://www.redfin.com/WA/Seattle/11035-Bartlett-Ave-NE-98125/home/111096,NWMLS as Distributed by MLS Grid,2391657,N,Y,47.7096231,-122.2822573
PAST SALE,September-26-2025,Single Family Residential,3206 S Washington St,Seattle,WA,98144,1599000,4,2.5,Leschi,2955,7200,1900,,541,,Sold,,,https://www.redfin.com/WA/Seattle/3206-S-Washington-St-98144/home/140480,NWMLS as Distributed by MLS Grid,2431955,N,Y,47.601007021,-122.2910258
PAST SALE,July-28-2025,Single Family Residential,5041 35th Ave SW,Seattle,WA,98126,975000,4,2.0,Fairmount,2510,4640,1927,,388,,Sold,,,https://www.redfin.com/WA/Seattle/5041-35th-Ave-SW-98126/home/470979,NWMLS as Distributed by MLS Grid,2401279,N,Y,47.55619,-122.3766705
PAST SALE,May-21-2025,Single Family Residential,154 35th Ave E,Seattle,WA,98112,1850000,4,2.5,Denny Blaine,3360,4213,1916,,551,,Sold,,,https://www.redfin.com/WA/Seattle/154-35th-Ave-E-98112/home/140639,NWMLS as Distributed by MLS Grid,2362675,N,Y,47.6191478,-122.2884849
PAST SALE,August-6-2025,Single Family Residential,1503 Lyons Ave NE,Renton,WA,98059,2100000,4,4.0,Renton,3770,6182,2016,,557,75,Sold,,,https://www.redfin.com/WA/Renton/1503-Lyons-Ave-NE-98059/home/55551442,NWMLS as Distributed by MLS Grid,2388389,N,Y,47.5056173,-122.1457834
PAST SALE,October-3-2025,Single Family Residential,2816 S Hudson St,Seattle,WA,98108,1950000,3,3.5,Beacon Hill,3265,9505,1979,,597,,Sold,,,https://www.redfin.com/WA/Seattle/2816-S-Hudson-St-98108/home/479346,NWMLS as Distributed by MLS Grid,2428559,N,Y,47.5573789,-122.2960576
PAST SALE,August-27-2025,Single Family Residential,11014 26th Ave S,Seattle,WA,98168,330000,2,1.0,Riverton,1760,6857,1952,,188,,Sold,,,https://www.redfin.com/WA/Seattle/11014-26th-Ave-S-98168/home/187766,NWMLS as Distributed by MLS Grid,2418590,N,Y,47.5036185,-122.29988
PAST SALE,May-22-2025,Single Family Residential,503 Queen Ave NE,Renton,WA,98056,925000,5,3.0,Renton,2660,4568,2002,,348,,Sold,,,https://www.redfin.com/WA/Renton/503-Queen-Ave-NE-98056/home/242762,NWMLS as Distributed by MLS Grid,2345049,N,Y,47.4904648,-122.170234
PAST SALE,October-23-2025,Single Family Residential,6847 18th Ave NE,Seattle,WA,98115,1421525,4,1.5,Ravenna,3250,4590,1925,,437,,Sold,,,https://www.redfin.com/WA/Seattle/6847-18th-Ave-NE-98115/home/309732,NWMLS as Distributed by MLS Grid,2424484,N,Y,47.6790362,-122.309092
PAST SALE,August-22-2025,Single Family Residential,3008 22nd Ave S,Seattle,WA,98144,915000,4,2.0,N Beacon Hill,1650,4000,1927,,555,,Sold,,,https://www.redfin.com/WA/Seattle/3008-22nd-Ave-S-98144/home/168771,NWMLS as Distributed by MLS Grid,2410021,N,Y,47.5763633,-122.3041062
PAST SALE,June-3-2025,Single Family Residential,14018 SE 201st St,Kent,WA,98042,615000,3,1.5,Kent,1650,9720,1965,,373,,Sold,,,https://www.redfin.com/WA/Kent/14018-SE-201st-St-98042/home/395662,NWMLS as Distributed by MLS Grid,2360866,N,Y,47.4224833,-122.1537008
PAST SALE,June-23-2025,Single Family Residential,8210 309th Ave SE,Preston,WA,98050,979500,3,2.5,Preston,2010,61903,1981,,487,,Sold,,,https://www.redfin.com/WA/Preston/8210-309th-Ave-SE-98050/home/467356,NWMLS as Distributed by MLS Grid,2370841,N,Y,47.526722,-121.929071
PAST SALE,September-9-2025,Townhouse,6720 14th Ave NW Unit B,Seattle,WA,98117,850000,3,3.5,Ballard,1560,1338,2005,,545,,Sold,,,https://www.redfin.com/WA/Seattle/6720-14th-Ave-NW-98117/unit-B/home/496761,NWMLS as Distributed by MLS Grid,2420214,N,Y,47.6785089,-122.3738652
PAST SALE,May-16-2025,Condo/Co-op,9057 Greenwood Ave N #302,Seattle,WA,98103,350000,1,1.0,Greenwood,630,,2006,,556,399,Sold,,,https://www.redfin.com/WA/Seattle/9057-Greenwood-Ave-N-98103/unit-302/home/12306536,NWMLS as Distributed by MLS Grid,2356205,N,Y,47.6958184,-122.3557701
PAST SALE,August-19-2025,Single Family Residential,1921 Hawk Ct,Enumclaw,WA,98022,650000,3,2.5,Enumclaw,1850,8770,1996,,351,15,Sold,,,https://www.redfin.com/WA/Enumclaw/1921-Hawk-Ct-98022/home/297672,NWMLS as Distributed by MLS Grid,2405219,N,Y,47.2090936,-122.0094895
PAST SALE,May-21-2025,Single Family Residential,32513 10th Pl S,Federal Way,WA,98003,618000,3,2.0,Federal Way,1550,6100,1974,,399,,Sold,,,https://www.redfin.com/WA/Federal-Way/32513-10th-Pl-S-98003/home/350714,NWMLS as Distributed by MLS Grid,2363835,N,Y,47.3108674,-122.3208399
PAST SALE,June-24-2025,Single Family Residential,1818 226th Pl NE,Sammamish,WA,98074,1225000,3,2.0,Sammamish,1515,11612,1984,,809,,Sold,,,https://www.redfin.com/WA/Sammamish/1818-226th-Pl-NE-98074/home/266030,NWMLS as Distributed by MLS Grid,2352542,N,Y,47.624765,-122.0372412
PAST SALE,July-11-2025,Single Family Residential,44111 SE Mt Si Rd,North Bend,WA,98045,976700,2,1.0,North Bend,770,135471,1968,,1268,,Sold,,,https://www.redfin.com/WA/North-Bend/44111-SE-Mt-Si-Rd-98045/home/484334,NWMLS as Distributed by MLS Grid,2400603,N,Y,47.4836974,-121.7513474
PAST SALE,October-16-2025,Single Family Residential,3000 SW 106th St,Seattle,WA,98146,560000,3,2.0,Arbor Heights,1528,8138,1984,,366,,Sold,,,https://www.redfin.com/WA/Seattle/3000-SW-106th-St-98146/home/154866,NWMLS as Distributed by MLS Grid,2401396,N,Y,47.5084653,-122.3711198
PAST SALE,September-16-2025,Condo/Co-op,18210 15th Ave NE #203,Shoreline,WA,98155,419999,2,2.0,Shoreline,1193,,1975,,352,602,Sold,,,https://www.redfin.com/WA/Shoreline/18210-15th-Ave-NE-98155/unit-203/home/44075,NWMLS as Distributed by MLS Grid,2415619,N,Y,47.7612897,-122.311751
PAST SALE,October-14-2025,Single Family Residential,8137 31st Ave SW,Seattle,WA,98126,774000,2,2.0,Westwood,987,6936,1948,,784,,Sold,,,https://www.redfin.com/WA/Seattle/8137-31st-Ave-SW-98126/home/471804,NWMLS as Distributed by MLS Grid,2436744,N,Y,47.528931,-122.3728967
PAST SALE,May-23-2025,Single Family Residential,13823 SE 274th St,Kent,WA,98042,699950,4,3.0,Kent,2070,6188,1986,,338,,Sold,,,https://www.redfin.com/WA/Kent/13823-SE-274th-St-98042/home/404913,NWMLS as Distributed by MLS Grid,2350088,N,Y,47.3564792,-122.1563762
PAST SALE,September-5-2025,Single Family Residential,7529 32nd Ave SW,Seattle,WA,98126,1450000,3,3.0,Westwood,2860,4920,2013,,507,,Sold,,,https://www.redfin.com/WA/Seattle/7529-32nd-Ave-SW-98126/home/52453422,NWMLS as Distributed by MLS Grid,2411592,N,Y,47.5346889,-122.3743463
PAST SALE,July-25-2025,Single Family Residential,1438 227th Ave SE,Sammamish,WA,98075,850000,3,2.0,Sammamish,1380,16650,1967,,616,,Sold,,,https://www.redfin.com/WA/Sammamish/1438-227th-Ave-SE-98075/home/434798,NWMLS as Distributed by MLS Grid,2391784,N,Y,47.5962432,-122.0368499
PAST SALE,,Single Family Residential,3829 38th Ave S,Seattle,WA,98118,800000,3,2.0,,1540,3960,1948,,519,,,,,https://www.redfin.com/WA/Seattle/3829-38th-Ave-S-98118/home/171405,,,N,Y,47.5688874,-122.2853104
PAST SALE,May-23-2025,Townhouse,116 17th Ave Unit D,Seattle,WA,98122,573250,2,1.0,Central Area,1025,,1982,,559,300,Sold,,,https://www.redfin.com/WA/Seattle/116-17th-Ave-98122/unit-D/home/52563,NWMLS as Distributed by MLS Grid,2364836,N,Y,47.602323,-122.3099995
PAST SALE,September-3-2025,Single Family Residential,2371 132nd Ave SE,Bellevue,WA,98005,1810000,5,3.5,Woodridge,2690,2502,1999,,673,100,Sold,,,https://www.redfin.com/WA/Bellevue/2371-132nd-Ave-SE-98005/home/509541,NWMLS as Distributed by MLS Grid,2416001,N,Y,47.589279,-122.1657327
PAST SALE,May-16-2025,Single Family Residential,803 Edmonds Ave NE,Renton,WA,98056,535000,2,1.0,Renton,720,4760,1942,,743,,Sold,,,https://www.redfin.com/WA/Renton/803-Edmonds-Ave-NE-98056/home/242469,NWMLS as Distributed by MLS Grid,2359457,N,Y,47.4959341,-122.1858498
PAST SALE,May-30-2025,Single Family Residential,10754 17th Ave SW,Seattle,WA,98146,500000,2,1.0,Seattle,720,8382,1920,,694,,Sold,,,https://www.redfin.com/WA/Seattle/10754-17th-Ave-SW-98146/home/179227,NWMLS as Distributed by MLS Grid,2366773,N,Y,47.5055104,-122.3561577
PAST SALE,June-13-2025,Single Family Residential,5534 Charlotte Ave SE,Auburn,WA,98092,700000,4,2.5,Auburn,2630,4800,2013,,266,38,Sold,,,https://www.redfin.com/WA/Auburn/5534-Charlotte-Ave-SE-98092/home/35625095,NWMLS as Distributed by MLS Grid,2369972,N,Y,47.2589769,-122.1954706
PAST SALE,June-9-2025,Single Family Residential,14317 166th Pl SE,Renton,WA,98059,905000,3,2.0,Briarwood,1600,22509,1985,,566,,Sold,,,https://www.redfin.com/WA/Renton/14317-166th-Pl-SE-98059/home/248595,NWMLS as Distributed by MLS Grid,2356431,N,Y,47.4748619,-122.1183672
PAST SALE,July-11-2025,Townhouse,3410 SW Graham St #803,Seattle,WA,98126,599950,2,2.5,High Point,1377,,2018,,436,490,Sold,,,https://www.redfin.com/WA/Seattle/3410-SW-Graham-St-98126/unit-803/home/189779199,NWMLS as Distributed by MLS Grid,2393985,N,Y,47.5474824,-122.3756411
PAST SALE,May-27-2025,Single Family Residential,9708 218th Pl NE,Redmond,WA,98053,1274000,3,2.5,Redmond,1900,53143,1988,,671,,Sold,,,https://www.redfin.com/WA/Redmond/9708-218th-Pl-NE-98053/home/446162,NWMLS as Distributed by MLS Grid,2361526,N,Y,47.6865491,-122.0471423
PAST SALE,July-16-2025,Single Family Residential,4003 Midvale Ave N,Seattle,WA,98103,1695439,5,3.0,Wallingford,3480,4218,1928,,487,,Sold,,,https://www.redfin.com/WA/Seattle/4003-Midvale-Ave-N-98103/home/119644,NWMLS as Distributed by MLS Grid,2374381,N,Y,47.6555392,-122.3438892
PAST SALE,June-12-2025,Single Family Residential,11012 2nd Ave S,Seattle,WA,98168,510000,2,1.0,Seattle,920,6250,1948,,554,,Sold,,,https://www.redfin.com/WA/Seattle/11012-2nd-Ave-S-98168/home/189613,NWMLS as Distributed by MLS Grid,2368524,N,Y,47.5046223,-122.3307507
PAST SALE,May-28-2025,Single Family Residential,13448 191st Ave SE,Renton,WA,98059,1600000,3,2.5,Lake Kathleen,3060,17438,2015,,523,,Sold,,,https://www.redfin.com/WA/Renton/13448-191st-Ave-SE-98059/home/22236313,NWMLS as Distributed by MLS Grid,2333839,N,Y,47.4812548,-122.0852783
PAST SALE,June-2-2025,Condo/Co-op,1100 S Atlantic St #307,Seattle,WA,98134,275000,1,1.0,N Beacon Hill,754,,1969,,365,484,Sold,,,https://www.redfin.com/WA/Seattle/1100-S-Atlantic-St-98134/unit-307/home/32261,NWMLS as Distributed by MLS Grid,2358888,N,Y,47.5903146,-122.3181839
PAST SALE,July-11-2025,Townhouse,1805 N 36th St,Seattle,WA,98103,1160000,3,3.0,Wallingford,1771,1465,2009,,655,,Sold,,,https://www.redfin.com/WA/Seattle/1805-N-36th-St-98103/home/22459383,NWMLS as Distributed by MLS Grid,2388772,N,Y,47.6503432,-122.3358718
PAST SALE,June-30-2025,Single Family Residential,4330 NE 56th St,Seattle,WA,98105,1615000,4,2.0,Bryant,2010,6400,1942,,803,,Sold,,,https://www.redfin.com/WA/Seattle/4330-NE-56th-St-98105/home/313462,NWMLS as Distributed by MLS Grid,2353305,N,Y,47.6697079,-122.2807169
PAST SALE,May-28-2025,Single Family Residential,13214 91st Pl NE,Kirkland,WA,98034,1415000,3,2.5,Kirkland,1968,9748,1969,,719,,Sold,,,https://www.redfin.com/WA/Kirkland/13214-91st-Pl-NE-98034/home/277550,NWMLS as Distributed by MLS Grid,2360772,N,Y,47.7190243,-122.2185697
PAST SALE,June-30-2025,Single Family Residential,906 NW 62nd St,Seattle,WA,98107,685000,2,1.0,Woodland Park,670,3000,1905,,1022,,Sold,,,https://www.redfin.com/WA/Seattle/906-NW-62nd-St-98107/home/493337,NWMLS as Distributed by MLS Grid,2391465,N,Y,47.6740039,-122.369136
PAST SALE,May-15-2025,Single Family Residential,25705 NE 10th St,Sammamish,WA,98074,1998900,4,2.5,Sammamish,3010,23766,1992,,664,54,Sold,,,https://www.redfin.com/WA/Sammamish/25705-NE-10th-St-98074/home/467131,NWMLS as Distributed by MLS Grid,2355586,N,Y,47.61674,-121.9968453
PAST SALE,October-20-2025,Single Family Residential,6532 20th Ave NW,Seattle,WA,98117,1049000,3,2.0,Ballard,2380,5100,1909,,441,,Sold,,,https://www.redfin.com/WA/Seattle/6532-20th-Ave-NW-98117/home/163331,NWMLS as Distributed by MLS Grid,2435401,N,Y,47.6769009,-122.381843
PAST SALE,June-13-2025,Single Family Residential,1209 SW 149th St,Burien,WA,98166,602000,3,2.0,Burien,2120,6604,1927,,284,,Sold,,,https://www.redfin.com/WA/Burien/1209-SW-149th-St-98166/home/185731,NWMLS as Distributed by MLS Grid,2376023,N,Y,47.4692014,-122.350369
PAST SALE,June-13-2025,Townhouse,397 227th Ln NE #130,Sammamish,WA,98074,780000,3,2.5,Sammamish,1389,,1998,,562,435,Sold,,,https://www.redfin.com/WA/Sammamish/397-227th-Ln-NE-98074/unit-130/home/63975,NWMLS as Distributed by MLS Grid,2370555,N,Y,47.6128037,-122.0363597
PAST SALE,August-18-2025,Single Family Residential,8331 44th Ave S,Seattle,WA,98118,1150000,5,3.5,Dunlap,3030,5323,2020,,380,,Sold,,,https://www.redfin.com/WA/Seattle/8331-44th-Ave-S-98118/home/480426,NWMLS as Distributed by MLS Grid,2404771,N,Y,47.5282305,-122.2782915
PAST SALE,May-30-2025,Single Family Residential,29511 36th Ave S,Auburn,WA,98001,640000,4,2.5,Auburn,1697,7105,2011,,377,63,Sold,,,https://www.redfin.com/WA/Auburn/29511-36th-Ave-S-98001/home/40089358,NWMLS as Distributed by MLS Grid,2345558,N,Y,47.3366107,-122.2874656
PAST SALE,August-12-2025,Single Family Residential,21630 NE 79th St,Redmond,WA,98053,2895000,4,3.5,Union Hill,3848,55962,2024,,752,,Sold,,,https://www.redfin.com/WA/Redmond/21630-NE-79th-St-98053/home/445230,NWMLS as Distributed by MLS Grid,2402566,N,Y,47.6743775,-122.0509616
PAST SALE,September-10-2025,Single Family Residential,19125 121st Pl SE,Renton,WA,98058,800000,3,3.0,Benson Hill,1660,22398,1989,,482,,Sold,,,https://www.redfin.com/WA/Renton/19125-121st-Pl-SE-98058/home/389353,NWMLS as Distributed by MLS Grid,2420159,N,Y,47.4310047,-122.1794981
PAST SALE,July-22-2025,Single Family Residential,4812 158th Ct NE,Redmond,WA,98052,1801000,4,2.5,Redmond,2040,10057,1978,,883,,Sold,,,https://www.redfin.com/WA/Redmond/4812-158th-Ct-NE-98052/home/504147,NWMLS as Distributed by MLS Grid,2392620,N,Y,47.65262,-122.1289906
PAST SALE,June-2-2025,Single Family Residential,13808 16th Ave SW,Burien,WA,98166,885000,3,3.0,Seahurst,1860,13550,1973,,476,,Sold,,,https://www.redfin.com/WA/Burien/13808-16th-Ave-SW-98166/home/332363,NWMLS as Distributed by MLS Grid,2363162,N,Y,47.47881,-122.353544
PAST SALE,September-22-2025,Townhouse,527 11th Ave E Unit B,Seattle,WA,98102,970000,2,2.5,Capitol Hill,1490,1271,2005,,651,,Sold,,,https://www.redfin.com/WA/Seattle/527-11th-Ave-E-98102/unit-B/home/8189242,NWMLS as Distributed by MLS Grid,2422559,N,Y,47.6239833,-122.3182103
PAST SALE,July-11-2025,Condo/Co-op,2012 Waverly Pl N #5,Seattle,WA,98109,324000,1,1.0,Queen Anne,641,,1962,,505,274,Sold,,,https://www.redfin.com/WA/Seattle/2012-Waverly-Pl-N-98109/unit-5/home/12090705,NWMLS as Distributed by MLS Grid,2391421,N,Y,47.6371285,-122.3417284
PAST SALE,September-3-2025,Single Family Residential,8315 17th Ave NW,Seattle,WA,98117,760000,2,1.0,Loyal Heights,1110,4005,1925,,685,,Sold,,,https://www.redfin.com/WA/Seattle/8315-17th-Ave-NW-98117/home/165652,NWMLS as Distributed by MLS Grid,2417823,N,Y,47.6892227,-122.379198
PAST SALE,November-5-2025,Single Family Residential,14812 163rd Ct NE,Woodinville,WA,98072,2230000,4,2.5,Woodinville,3840,30329,1996,,581,25,Sold,,,https://www.redfin.com/WA/Woodinville/14812-163rd-Ct-NE-98072/home/448393,NWMLS as Distributed by MLS Grid,2439763,N,Y,47.7354693,-122.1218479
PAST SALE,May-27-2025,Townhouse,3008 Alki Ave SW,Seattle,WA,98116,1402000,3,3.5,Alki,2030,2260,2015,,691,,Sold,,,https://www.redfin.com/WA/Seattle/3008-Alki-Ave-SW-98116/home/149885,NWMLS as Distributed by MLS Grid,2371569,N,Y,47.577336,-122.4162917
PAST SALE,July-31-2025,Single Family Residential,1019 209th Ave NE,Sammamish,WA,98074,827500,3,1.0,Inglewood,1240,10000,1974,,667,,Sold,,,https://www.redfin.com/WA/Sammamish/1019-209th-Ave-NE-98074/home/267571,NWMLS as Distributed by MLS Grid,2393530,N,Y,47.6190463,-122.0616309
PAST SALE,October-9-2025,Single Family Residential,15247 162nd Ave SE,Renton,WA,98058,1131000,4,2.5,Renton,2700,121904,1991,,419,33,Sold,,,https://www.redfin.com/WA/Renton/15247-162nd-Ave-SE-98058/home/423178,NWMLS as Distributed by MLS Grid,2425976,N,Y,47.4668154,-122.1241802
PAST SALE,August-6-2025,Single Family Residential,14326 Meridian Ave N,Seattle,WA,98133,650000,3,1.0,Northgate,1230,8415,1951,,528,,Sold,,,https://www.redfin.com/WA/Seattle/14326-Meridian-Ave-N-98133/home/102593,NWMLS as Distributed by MLS Grid,2403681,N,Y,47.7331097,-122.3339891
PAST SALE,June-23-2025,Single Family Residential,6012 36th Ave NW,Seattle,WA,98107,1280000,3,3.0,Sunset Hill,1590,4865,1954,,805,,Sold,,,https://www.redfin.com/WA/Seattle/6012-36th-Ave-NW-98107/home/162339,NWMLS as Distributed by MLS Grid,2375215,N,Y,47.6725992,-122.4032395
PAST SALE,June-23-2025,Townhouse,4171 145th Ave NE Unit G2,Bellevue,WA,98007,640000,2,2.5,Bridle Trails,1308,,1979,,489,658,Sold,,,https://www.redfin.com/WA/Bellevue/4171-145th-Ave-NE-98007/unit-G2/home/58946,NWMLS as Distributed by MLS Grid,2371053,N,Y,47.6475167,-122.1471555
PAST SALE,June-17-2025,Single Family Residential,11151 NE 162nd St,Bothell,WA,98011,1475000,4,2.5,Norway Hill,2239,3961,2006,,659,76,Sold,,,https://www.redfin.com/WA/Bothell/11151-NE-162nd-St-98011/home/2071120,NWMLS as Distributed by MLS Grid,2352113,N,Y,47.7451701,-122.1929335
PAST SALE,September-5-2025,Single Family Residential,11409 34th Ave SW,Seattle,WA,98146,861500,3,1.5,Arbor Heights,1470,7236,1953,,586,,Sold,,,https://www.redfin.com/WA/Seattle/11409-34th-Ave-SW-98146/home/157740,NWMLS as Distributed by MLS Grid,2414121,N,Y,47.5009885,-122.3757965
PAST SALE,July-16-2025,Condo/Co-op,4444 44th Ave SW #101,Seattle,WA,98116,450000,2,2.0,West Seattle,1129,,1975,,399,669,Sold,,,https://www.redfin.com/WA/Seattle/4444-44th-Ave-SW-98116/unit-101/home/42231,NWMLS as Distributed by MLS Grid,2395946,N,Y,47.5634012,-122.3877545
PAST SALE,May-23-2025,Townhouse,2628 SW Myrtle St,Seattle,WA,98106,650000,3,2.5,West Seattle,1670,1826,2008,,389,326,Sold,,,https://www.redfin.com/WA/Seattle/2628-SW-Myrtle-St-98106/home/12090526,NWMLS as Distributed by MLS Grid,2365621,N,Y,47.539346,-122.367469
PAST SALE,October-7-2025,Single Family Residential,2316 SW 328th St,Federal Way,WA,98023,430000,3,1.0,Federal Way,1160,9010,1962,,371,,Sold,,,https://www.redfin.com/WA/Federal-Way/2316-SW-328th-St-98023/home/355045,NWMLS as Distributed by MLS Grid,2426987,N,Y,47.3085941,-122.3633639
PAST SALE,August-25-2025,Townhouse,13816 Greenwood Ave N Unit A,Seattle,WA,98133,623000,3,2.5,Greenwood,1370,1001,2009,,455,,Sold,,,https://www.redfin.com/WA/Seattle/13816-Greenwood-Ave-N-98133/unit-A/home/22225057,NWMLS as Distributed by MLS Grid,2389585,N,Y,47.730219,-122.3550394
PAST SALE,,Condo/Co-op,135 N 46th St,Seattle,WA,98103,598000,2,2.0,,1120,,1973,,534,,,,,https://www.redfin.com/WA/Seattle/135-N-46th-St-98103/home/65621,,,N,Y,47.6622179,-122.356341
PAST SALE,August-12-2025,Townhouse,1899 NE Kenyon Ct,Issaquah,WA,98029,995000,3,3.5,Issaquah Highlands,1860,2000,2004,,535,577,Sold,,,https://www.redfin.com/WA/Issaquah/1899-NE-Kenyon-Ct-98029/home/467969,NWMLS as Distributed by MLS Grid,2404022,N,Y,47.5477096,-122.0028464
PAST SALE,July-2-2025,Single Family Residential,516 235th Ave NE,Sammamish,WA,98074,2810000,5,4.5,Sammamish,4516,11059,2019,,622,110,Sold,,,https://www.redfin.com/WA/Sammamish/516-235th-Ave-NE-98074/home/170477288,NWMLS as Distributed by MLS Grid,2377321,N,Y,47.6140169,-122.0248343
PAST SALE,August-1-2025,Condo/Co-op,33020 10th Ave SW Unit E204,Federal Way,WA,98023,255000,2,2.0,Federal Way,957,,1995,,266,599,Sold,,,https://www.redfin.com/WA/Federal-Way/33020-10th-Ave-SW-98023/unit-E204/home/26516,NWMLS as Distributed by MLS Grid,2393964,N,Y,47.303878,-122.345704
PAST SALE,June-27-2025,Single Family Residential,22734 SE 265th Pl,Maple Valley,WA,98038,1100000,4,3.0,Maple Valley,2670,5993,2017,,412,65,Sold,,,https://www.redfin.com/WA/Maple-Valley/22734-SE-265th-Pl-98038/home/143457314,NWMLS as Distributed by MLS Grid,2370344,N,Y,47.3639116,-122.0387805
PAST SALE,August-29-2025,Single Family Residential,223 19th Ave,Kirkland,WA,98033,1555000,4,3.0,Kirkland,1860,10012,1981,,836,,Sold,,,https://www.redfin.com/WA/Kirkland/223-19th-Ave-98033/home/461266,NWMLS as Distributed by MLS Grid,2408575,N,Y,47.6909733,-122.2058405
PAST SALE,June-24-2025,Single Family Residential,11036 2nd Ave S,Seattle,WA,98168,550000,2,1.0,Seattle,920,7500,1948,,598,,Sold,,,https://www.redfin.com/WA/Seattle/11036-2nd-Ave-S-98168/home/189766,NWMLS as Distributed by MLS Grid,2374422,N,Y,47.5037782,-122.330785
PAST SALE,August-22-2025,Single Family Residential,3942 S Pilgrim St,Seattle,WA,98118,663458,4,2.0,Beacon Hill,2600,9751,1947,,255,,Sold,,,https://www.redfin.com/WA/Seattle/3942-S-Pilgrim-St-98118/home/479945,NWMLS as Distributed by MLS Grid,2412440,N,Y,47.5158912,-122.2826874
PAST SALE,July-10-2025,Single Family Residential,13926 163rd Pl SE,Renton,WA,98059,1575000,6,4.0,Maplewood Heights,3680,6919,2014,,428,79,Sold,,,https://www.redfin.com/WA/Renton/13926-163rd-Pl-SE-98059/home/55550817,NWMLS as Distributed by MLS Grid,2386679,N,Y,47.4778662,-122.1221071
PAST SALE,October-16-2025,Condo/Co-op,3104 Western Ave #602,Seattle,WA,98121,375000,1,1.0,Belltown,774,,2008,,484,694,Sold,,,https://www.redfin.com/WA/Seattle/3104-Western-Ave-98121/unit-602/home/17382840,NWMLS as Distributed by MLS Grid,2436991,N,Y,47.618195,-122.356091
PAST SALE,July-11-2025,Single Family Residential,20914 6th Ave S,Des Moines,WA,98198,679950,3,2.5,North Hill,2203,10000,1976,,309,,Sold,,,https://www.redfin.com/WA/Des-Moines/20914-6th-Ave-S-98198/home/337314,NWMLS as Distributed by MLS Grid,2379143,N,Y,47.4143424,-122.3271303
PAST SALE,August-13-2025,Single Family Residential,4009 32nd Ave SW,Seattle,WA,98126,975000,3,2.0,West Seattle,1942,6500,1940,,502,,Sold,,,https://www.redfin.com/WA/Seattle/4009-32nd-Ave-SW-98126/home/159958,NWMLS as Distributed by MLS Grid,2390709,N,Y,47.5676453,-122.3725395
PAST SALE,October-10-2025,Single Family Residential,1216 SW 331st St,Federal Way,WA,98023,750000,4,2.5,Alderbrook,2530,7350,1989,,296,23,Sold,,,https://www.redfin.com/WA/Federal-Way/1216-SW-331st-St-98023/home/359252,NWMLS as Distributed by MLS Grid,2420219,N,Y,47.3050828,-122.3519609
PAST SALE,June-5-2025,Single Family Residential,238 S 197th St,Des Moines,WA,98148,585000,3,1.0,North Hill,1320,9948,1952,,443,,Sold,,,https://www.redfin.com/WA/Des-Moines/238-S-197th-St-98148/home/340069,NWMLS as Distributed by MLS Grid,2366344,N,Y,47.4258276,-122.3318697
PAST SALE,August-8-2025,Single Family Residential,24838 145th Ln SE,Kent,WA,98042,500000,4,2.5,Lake Meridian,1820,2900,1981,,275,407,Sold,,,https://www.redfin.com/WA/Kent/24838-145th-Ln-SE-98042/home/398635,NWMLS as Distributed by MLS Grid,2389826,N,Y,47.3789188,-122.1458321
PAST SALE,June-26-2025,Single Family Residential,18820 SE 213th St,Renton,WA,98058,850000,5,2.5,Shadow Lake,2320,45274,1963,,366,,Sold,,,https://www.redfin.com/WA/Renton/18820-SE-213th-St-98058/home/391867,NWMLS as Distributed by MLS Grid,2379320,N,Y,47.4116634,-122.0896039
PAST SALE,September-23-2025,Single Family Residential,19460 NE Redmond Rd,Redmond,WA,98053,813000,3,1.0,Novelty Hill,1130,24700,1958,,719,,Sold,,,https://www.redfin.com/WA/Redmond/19460-NE-Redmond-Rd-98053/home/444932,NWMLS as Distributed by MLS Grid,2422564,N,Y,47.6918438,-122.0802474
